version,url,sha256,size
1.4.0,https://github.com/Jezzylinks/inverter/releases/download/v1.4.0/inverter-1.4.0.bin,fe0419698b0639f6d3ace1a7576a1ada2239249113ec1b5ee3c843062f0b9255,1230048
